reviewTime,unixReviewTime,reviewerID,image,asin,reviewText,style,overall,summary,reviewerName,vote,verified
"04 18, 2016",1460937600,A3CW9UQ2NZIXG,,B0007MV6Q8,"Best hat I've ever owned, won't blow off in pretty extreme winds",,5,Perfect,Michael S. Martin,,TRUE
"03 22, 2016",1458604800,A5S9WZHYCNIZA,,B0007MV6Q8,Great value. Buy It!,,5,Great Value! Buy It!,Professor Vince P.,,TRUE
"01 29, 2016",1454025600,A3NOSB1CV7WZZ1,,B0007MV6Q8,Love this hat.  I highly recommend for kayaking and sunny beach days or on the golf course.,,5,Five Stars,Amazon Customer,,TRUE
"01 21, 2016",1453334400,AUSPJ4O2MZKLQ,,B0007MV6Q8,"Haven't used it yet, but made really well. Bought it to take on a cruise.",,5,Five Stars,HOLLY,,TRUE
"11 19, 2015",1447891200,A38U8B203L9OZ0,,B0007MV6Q8,I love your hats this is the 3rd one for me.  thanks Jerry,,5,Five Stars,Amazon Customer,,TRUE
"11 9, 2015",1447027200,A2GDI0ZHCNE6EQ,,B0007MV6Q8,"Overall as expected, nice hat for strong sun.",,4,nice hat for strong sun,PS,,TRUE
"10 30, 2015",1446163200,A19VCX8DC1842O,,B0007MV6Q8,"In the world of wide brimmed hats, this is a breath of high quality and reasonable pricing.",,5,Keep the sun off your head and a few bucks in your wallet.,Ken Bordner,,TRUE
"10 28, 2015",1445990400,A1WSIFN7WPOUC7,,B0007MV6Q8,"Got me through the hot summer ballgames, awesome!",,5,awesome!,Ken Waymon,,TRUE
"09 15, 2015",1442275200,A1I2V65KU1QT0M,,B0007MV6Q8,Good wide brim protects face and neck from the sun and that is what I purchased it for.  The openings in the top allows air to pass thru for a cooler head.,,5,Good hat at a resonable price.,John H Booten,,TRUE
"09 10, 2015",1441843200,A3QNO6F61JC3LY,,B0007MV6Q8,"Like the stiffer brim, holds the shape of the hat better.  Hat would fit better if my head was a little rounder - somewhat tight at my forehead and in the back while loose on the sides.  I am guessing this will just require a bit of a break-in period.",,4,"Good looking, seems to compress flat without losing shape.",MN in Houston,,TRUE
"08 17, 2015",1439769600,A3IO34IIH67VM1,,B0007MV6Q8,"Great hat.  I am not a normal hat wearer but needed one for a long day activity outdoors.  The hat fit well, kept me cool, and was not too obstructive.",,5,Great hat.,wkags,,TRUE
"08 15, 2015",1439596800,A2WKX7FRZ6QR7K,,B0007MV6Q8,I have a 7.5 inch head and got the XL right fit.,,5,I have a 7. 5 inch head and got ...,opumbd,2,TRUE
"08 5, 2015",1438732800,A5NY5EBU4YGZ2,,B0007MV6Q8,Great hat for working outdoors!,,5,Great hat!,jnell4duh,,TRUE
"07 25, 2015",1437782400,A1PYFA4U516QEE,,B0007MV6Q8,Hat is stiff and uncomfortable.  I can not wear it .,,2,Two Stars,Bill,,TRUE
"07 9, 2015",1436400000,A2819R0TKWZEDL,,B0007MV6Q8,Rocks my face off!,,5,Five Stars,Wayne L.,,TRUE
"07 3, 2015",1435881600,A1LTHOJNOFH0R7,,B0007MV6Q8,"Reorderd in this L size.  Fits great and very comfortable.  Cool and great for casual.  XL in this hat much too large, even though  a Breezer Crushable with 4"" brim was an XL, it was only slightly large and used band liner to make hat fit slightly smaller and it works great.  Order best size for yourself per sizing chart, but hats may vary enough to require a different size. But don't let that frustrate you worth the patient when you get right fit.  I happen to measure right at break point between L and XL, so it sometimes takes trial and error.  Great hats and extremely satisfied.",,4,Henschel Hats worth the wait and getti g correct size.,canebrake246,,TRUE
"06 29, 2015",1435536000,AVMI7148M81Y4,,B0007MV6Q8,It was a gift for a friend.  I hope he likes it.,,4,Four Stars,Helen Hocking,,TRUE
"06 29, 2015",1435536000,A3C5VZQ0P4EFMF,,B0007MV6Q8,I have worn these hats in the past and was always happy.  I hadn't seen them for several years and was happy to find them again.,,5,An old friend refound.,larryb.tucker,,TRUE
"06 26, 2015",1435276800,A24JLW660T09WC,,B0007MV6Q8,awesome hats...love them for the hot weather we are having..,,5,Five Stars,Wayne Clayton,,TRUE
"06 23, 2015",1435017600,AF2NYL09OTW6U,,B0007MV6Q8,"It's a nice hat, made well and looks good. The best part is that it is made in the USA.",,5,Made in the USA,Mike Franz,,TRUE
"06 17, 2015",1434499200,A2DL352JGM0O9Q,,B0007MV6Q8,"Hat fits, no flaws.",,5,Five Stars,Billy Polk,,TRUE
"06 3, 2015",1433289600,A2K04QOTAC4JLL,,B0007MV6Q8,This is the second one I bought. Bought first one in 2012. Used it a LOT over the summers. Can't beat it for the price.,,5,This is the second one I bought. Bought first ...,Tommy Runnels,,TRUE
"05 26, 2015",1432598400,A3N89DPIO75HDY,,B0007MV6Q8,Great hat. Will buy one for my wife now.,,5,Five Stars,Jim Bird,,TRUE
"05 24, 2015",1432425600,A4TNPVRS0R2J8,,B0007MV6Q8,"This is my second one. The first one, which I have had for years, is now for working around the yard, and the new one for going out in public. A really great hat. Very durable. Comfortable. The wide brim give good sun protection",,5,Great Hat!,Glenn D Bissell,2,TRUE
"05 17, 2015",1431820800,A15FV0CQJKRJ1E,,B0007MV6Q8,I got xlarge a bit too big but good quality.,,4,Four Stars,DAW,,TRUE
"05 16, 2015",1431734400,A2WPNDAAIT2512,,B0007MV6Q8,"I bought an X-large Breezer, which was supposed to be between 7 1/2 and 7 5/8. Couldn't get it on my head. I have several x-large Breezers from about ten years ago, Which fit perfectly the first time I tried them on. Fortunately, we have an antique wooden hat stretcher, which did the trick. The old Breezers were made better, overall; but this hat is worth the $30.00.",,4,Hope you have a small head or a hat stretcher.,JM,,TRUE
"04 12, 2015",1428796800,AAQ9R9J15KR2E,,B0007MV6Q8,Great Hat but The XL is a little too large. Most hats XL fits.,,5,Five Stars,George L Griffin,,TRUE
"01 16, 2015",1421366400,A2LOFTZG0Z2M5C,,B0007MV6Q8,Had purchased this hat in Vegas and loved it. Then lost it at a football game. So when I amazon gift card for Christmas thought I would order another. This came to me with what seemed like cheaper materials and the inside crown was missing a liner.,,3,Workmanship starting to slip.,captnweb,,TRUE
"01 6, 2015",1420502400,A16Q5ZP316CA53,,B0007MV6Q8,"Despite the big box, the hat arrived very crushed.  The top has permanent wrinkles in it.  While I shaped it back out as best I could, I was disappointed in the delivery.  Other than that, the had is just what I wanted.",,3,Henschel Hat arrived crushed,Fred Sutterlin,,TRUE
"01 5, 2015",1420416000,A8GGBZXJ86JJE,,B0007MV6Q8,"Great hat!  Cool breeze flows through it, but provides great shade for my head!",,4,Great hat! Cool breeze flows through it,Richard Knight,,TRUE
"12 24, 2014",1419379200,AZYIBG912W011,,B0007MV6Q8,Great for our Florida sun!,,5,Five Stars,Bobby C.,,TRUE
"12 4, 2014",1417651200,AAY347R9G35VP,,B0007MV6Q8,love it replacing old one,,5,LEFT FIRST ONE IN KEY WEST,havanajohn,,TRUE
"11 13, 2014",1415836800,AG1WNL2QSYPRQ,,B0007MV6Q8,"The quality was not what I expected.  There is no lining to cover the seam around the top of the hat, so that it feels very raw and prickly.  The rim is somewhat stiff.  My husband's other Hemschel hat is made much better.  This could be a second.",,3,Henschel Breezer Hat,Vic R.,2,TRUE
"10 23, 2014",1414022400,A2Q8CVLCHMYDG9,,B0007MV6Q8,really good,,5,Five Stars,edward smith,,TRUE
"10 15, 2014",1413331200,A1S19S0YIHGYEL,,B0007MV6Q8,"great hat even after all these years,,,washes well......really holds up",,5,Five Stars,Richard J. Petersen,,TRUE
"10 6, 2014",1412553600,A24ZKWGS3R4Z9A,,B0007MV6Q8,"Love this hat. Light weight, provides good shade yet it allows air flow. Exactly what I was looking for.",,5,Great hat; Great price,R. A. Mancini,,FALSE
"08 26, 2014",1409011200,AVDSKMY32H1GZ,,B0007MV6Q8,Outstanding!  Plain an Simple.,,5,Feel the Breeze,Travelle Butler,,TRUE
"08 16, 2014",1408147200,A3IN12IUH7QIV2,,B0007MV6Q8,"Fits well, good quality. I would recommend!",,5,Great Hat!,Christina Blume,,TRUE
"08 16, 2014",1408147200,A31PT50CLFN7VH,,B0007MV6Q8,This has been a good hot weather hat.  I've had it for about a year now and it is still holding together with every day use (hot weather).,,4,Good hat,chartman454,,FALSE
"08 4, 2014",1407110400,AZGDWASZYSVCP,,B0007MV6Q8,"Get buy! It fits perfect, folds for packing and unfolds quite easily, and washes up to be like new. No complaints at all!  Thanks.",,5,Great buy!,Rev. David P. Lampman,,TRUE
"01 21, 2014",1390262400,A38K3YPGRNGXGW,,B0007MV6Q8,Love this hat! The mesh top allows the air to flow and the wide brim does an awesome job at keeping the sun off your face and neck. Quite durable too.,,5,Great hat for summer!,C. S. Brock,,TRUE
"11 17, 2013",1384646400,A36DP16I427YCP,,B0007MV6Q8,"best hat around, made in USA, cool with venting, nice wide brim, Ask your dermatologist, Very comfortable made in USA",,5,good hat for the sun,Richard Gill,,TRUE
"09 11, 2013",1378857600,A2BAKWNFT9N7L5,,B0007MV6Q8,"I need a hat that will protect me from the sun. I have had 2 skin cancers. I don't like wearing a hat because my head gets hot. This hat solved all of my problems, protected me from the sun, was cool and fit right. I have used the chin string. Also the hat is awesome looking.",,5,Wonderful hat,D. D. Smith,,TRUE
"07 31, 2013",1375228800,A21UZP3I9KJ0FL,,B0007MV6Q8,"I have never worn a hat or cap, but need to.  At age 71, and a frequent hiker, I would prefer it if my dermatologist had less to do at each visit.  I can't even wear a ball cap.  So far this is different, not so hot, good sun shader, and keeps light rain off the face and glasses.  Seems to be well made.  Appreciate the built in sweat band.  I ordered one size large, and it is loose, but can easily tuck tightly rolled pieces of Bounty towel behind the sweatband for a perfect adjustable fit, plus more absorbancy.  I believe, and have been told, that the hat is stylish.  This is a bonus AFIC.",,5,Love it so far,Amazon Customer,2,TRUE
"07 18, 2013",1374105600,A1R0MWVEWWD4HP,,B0007MV6Q8,I'm not a big fan of hats. I wear them to protect my scalp. The hat works and doesn't seem too awful to wear.,,4,I'm not a big fan of hats. I wear them to protect my scalp. The hat works and doesn't seem too awful to wear.,Jennifer Hodges,,TRUE
"07 8, 2013",1373241600,A1RES5GFFBDUPP,,B0007MV6Q8,"Really like it.  Can crumple a lttle and bounces back  really nice hat
Great for casual or fishing
Very nice",,4,"good fit, looks nice",David R. Fowble,,TRUE
"06 25, 2013",1372118400,A17YQTU6MC5MYV,,B0007MV6Q8,I was hesitant about ordering this hat. My husband had one from Henschel that was an XXL and it fit him very well. This was only an XL but it fits great! He wears if for golfing.,,4,Great hat for hot weather,Gail M.,,TRUE
"06 21, 2013",1371772800,A28KJ2IEIZG77Y,,B0007MV6Q8,"This hat was reasonably priced, very well constructed IN THE USA, and fit perfectly.  I usually order a 7-5/8 or XL hat; I ordered the XL Henschel Breezer, and it fit like a glove.  I am not used to the leather tie-down, so I removed mine easily.  I wore it the first time yesterday for golf, and the sun was bright, but my head was cool all day.  I am impressed, although it was shipped slowly by this seller.  To be honest, I am spoiled by Amazon Prime, and this hat didn't receive Prime shipping.",,5,Seriously Nice Hat!,Links Pilgrim,,TRUE
"06 17, 2013",1371427200,A1W8GXNNONSK8Q,,B0007MV6Q8,"I purchased this for my husband who is in construction and needs protection from the sun. It is a great looking hat, however even the XL is too small for my husband.",,4,Great hat...too small!,JSLed,,TRUE
"06 10, 2013",1370822400,ABHPGOM7TPWY7,,B0007MV6Q8,Keep cool this summer with Henschel Breezer Hat.  It cools the heat of the sun and allows your head heat to escape in the breeze.  The chin strap keeps your hat on even in high winds.  Protecting your head from the sun's energy during solar max just makes sense.,,5,Breezer Hat is perfect for the summer sun,Kindle Customer,,TRUE
"04 10, 2007",1176163200,A2UEN6K32LVTZ8,,B0007MV6PY,"Keeping sun off my face in tropical locations has become a priority.  The wide brim does just that, while the mesh sides keep your head well ventilated, which reduces sweating considerably.  The chin-string is a necessity for river travel by speedboat.  For the price, this is a real nice hat.  One thing though, it looks much better after some wear when a little dirty and slightly shabby, a condition which also eliminates the ""new hat, eh"" comments when relaxing at the end of a 40 degree Celsius day with fellow ex-pats.",,4,A Real Nice Hat,D. C. Froehlich,2,TRUE
"11 7, 2006",1162857600,A3EJRSRQS762O6,,B0007MV6PY,Great Hat.  Packs well.  I don't look stupid.  Offers excelent sun protection.  Tend to shrink after diving in pool.  Will purchase again.,,5,Henschel breezer Hat with CoolMax,Dianne Thiel,13,FALSE
"08 29, 2006",1156809600,A7LH5ULUERASJ,,B0007MV6PY,Great product. Fast shipping. Thanks.,,5,Five Stars,Marilyn K. Peters,,TRUE
"10 8, 2017",1507420800,A2Y15PKNY01MAE,,B0007MV6PY,Comfortable fit.  Both stylish and useful in shading from the sun.,,4,Comfortable fit.,Edward E. Peoples,,TRUE
"08 29, 2017",1503964800,A37TMVV7GY11QA,,B0007MV6PY,"Fits my 7 3/8 size head, vented crown helps keep my sweat-prone head cool, and my Dermitologist definitely approves.
( I saw an apparent knock-off at Costco today... a $10 waste, since the copy is floppy, no shapely look, and ""vented"" crown is covered on the inside, so not cool at all!)",,5,Looks and FEELS cool!,Jeff MacConnell,,TRUE
"08 29, 2017",1503964800,A1J0NQ49DDMCRC,,B0007MV6PY,Thanks for your service.  It is fit very good.,,5,It is fit very good.,jose otzin,,TRUE
